D1_0,D1_1,Z0,Z1,C0,C1,C2,D2_0,D2_1,D2_2,D2_3,X,Y
-0.11069352630600507,-0.1635576073285052,-0.43093178894033835,-2.919958844169746,1.7072211849538592,1.452043595199184,-0.23071089414176998,1.247322180875427,3.1544898119567226,2.658966412226441,1.948043056484555,-7.904158043043533,0.14400409001979403
-2.7830655946702394,0.9748057454509563,-0.1031917306600368,0.24952883874566115,0.1876831350346359,-0.8164937557141936,0.12194697347162145,0.22841635882413724,0.21419947785475857,-1.4286996452000453,-0.13830443510681545,1.6446913786808843,0.6244078974960974
1.5626216081496955,-2.2112240678762447,1.1547178510553306,-0.5094619751244351,-0.6836923396092914,0.7065864452922617,-0.050794035227891964,0.8731177782760978,0.8887989441815894,0.2904731182843806,0.004753471473962323,-0.055651814134936695,2.265280324880176
-1.6639274520745557,-0.6925151187532339,-0.07918512657947975,-0.1497156252565412,0.3652903274589056,-1.203657625911923,1.3266216394999415,1.1623333055374627,0.1693454954891906,0.49454014318075884,0.7464521610962027,3.3071655727041818,3.898508272037433
-0.8696714300471492,0.6746660868794017,-1.0813889298012043,-3.363164796370206,0.4400506606935736,-1.9608451414681916,0.038738609191706894,0.2477703113021703,0.02591080220282771,-1.196033929391437,-1.030742764225897,3.3756815345891606,7.064720843926508
-2.342146042944167,-0.23280060257651056,1.0331521577751603,-0.2412953946694229,-2.4254828985526866,0.644451157913382,1.1727211798231125,-0.4651252878755118,-1.0494374219701634,-0.17006913914004496,-1.8788753513092455,2.986026265068272,4.117592373141083
-2.7741403402193607,-1.647189256376265,1.1571962899249923,0.017623535392204737,-0.48210251796892406,1.174681132528032,-0.7871465955299036,-0.8579845863907817,-0.058089283018507465,0.003618885461342536,-0.15906512552278793,-3.845760791815234,-0.6194421519964126
-1.9497878037980705,-2.2547996534733223,1.2508569152761848,0.17234297553327144,0.7609345774136242,0.353958139978882,-0.22040938321600484,-0.35106562920869255,-0.6000120827679704,0.7218127567669622,-0.16639014232995275,-3.19329982355359,-1.6751697393732854
-1.6292217811589018,-0.5551350904109513,-0.22514064720189558,-0.274509980688588,-0.6767910418308728,1.793671432639444,1.1221497428546585,-0.4467152554862337,-0.8518821854536802,1.3415073389996024,1.165170184465858,-2.93035056781854,0.17787461543540561
-1.5214602326641475,-1.908693022304598,1.489625741398873,0.004827950329100245,0.28922194091661935,2.5874412287774575,-1.1758597705872447,-0.6621472300844599,-0.19079610905813293,2.1559819421889705,0.1747007184505751,-9.762574269897863,-2.7962860498041753
-1.085553913050137,-1.2999539193388099,0.37568130352886675,-0.39314494638063985,1.02464564210721,1.1507415009103594,-1.3720804354370215,-2.664034364735195,-1.8006123670910015,0.8741096802346187,1.4707925045071741,-8.011406247091317,-1.6844059729348861
-0.5381194761934474,0.2983689600234312,-0.8213079476510977,-3.552913389090936,-1.7303126064039325,0.6573931875438442,-1.2053583152030143,-1.4500371021846084,-3.003999601930615,-1.6035803574987388,-0.516587330777325,-2.4736081723478844,0.6182354574413325
-0.25388045149076977,-0.8259866181297071,-0.23604332269245337,-1.78809085747819,1.217167134896644,1.1803183169861102,0.37431308954649783,-1.8695485379460006,0.8017622056863454,2.748335828729231,0.9842336744730146,-7.170210951128779,-3.540129310157832
-0.9756432301375979,-0.4114820427385702,-0.9218209145107912,-1.6155526071105883,-0.4588055765275088,-0.2786408421585792,0.07903644461383194,-1.564296656660336,-1.566235521894038,-0.6669210198340907,-0.8635685067326062,-0.08721381821278373,-0.08574854643690544
-1.7314773284658596,-2.5604521581982773,1.5462299386286333,0.060311976804661736,-0.9114341385878826,0.8230113569242725,-0.8107383280214768,-0.9618367313491272,-2.931244600565302,-0.7434449885305255,-0.6123399902837401,-1.9934271993554122,-0.3964252545395667
0.21347126536122954,-1.9056179840734115,1.460570223543109,-1.1752196216470099,-0.46575339307746244,0.5974628578813526,0.8752814266351764,0.338063552847058,-0.4104591465950819,1.3782978128408385,0.36294663766018836,1.0866940531996723,1.7555609443019113
-2.270630318517324,-0.2254030905689927,0.9456448854671673,-0.4873829508317873,-1.700064946917969,0.18423808059768376,1.7655926938255004,0.911969512260528,0.4739594268732046,-0.2759812658078965,-0.5897657767295186,5.366951117874183,13.482792883124542
1.0136035486838735,-0.3495126382921191,1.514257582163872,-1.1886244222413904,-0.7790908587377849,-0.6180150723722206,0.47522958150662986,-0.56343102385874,-1.3832592515617161,0.17380359164004733,-0.6893159521716177,3.0428618270465724,4.130098344780878
