D1_0,D1_1,Z0,Z1,C0,C1,C2,D2_0,D2_1,D2_2,D2_3,X,Y
-0.40598922224621775,-1.994627121592287,0.9379541058896235,0.05821280319031545,-0.8474878549949886,-1.3936561807419383,0.0618900155330249,-1.391881545197027,-1.918965523065902,0.468771305391268,0.29790543395717406,-1.8722949167505103,-5.9509866081068985
-1.3202184336157852,-0.5570983471797094,-0.19168136708192213,-1.7983458071410041,0.48118377008496366,-0.7134508914026836,0.20089533273136378,-0.2824215872181598,-0.16231976345459775,0.36541755395376374,-0.4040063345618361,-0.205638371500257,-0.30945149494778146
-1.0615611241319345,-0.7819279096147391,-0.06284063999383714,-1.7551997187853952,-0.5089555745024174,-0.19461175389131996,0.8600028731577188,-0.3628763510186493,-0.709024394431174,-1.10593111714336,0.28111823897611815,-4.8880345277997685,-17.21019122028239
-0.8301052461427613,-2.0246268896307416,0.817998481932964,-0.22339873176712297,2.546619287447565,-1.3412190205064742,0.1961534188158889,-0.35990299264772213,-0.12853241838876378,3.5090943680804982,-0.05308424646405885,0.4075346199113424,0.7812972250542249
-1.1295927897690834,-0.6669139789957885,-0.1356902407867458,-1.4443071071813276,-0.7682408465723104,-0.6589986919384122,-0.3123554560167982,-0.14239070730902414,-1.2317443246828343,-0.4443553717269856,0.8116268236773765,-1.0002872039950286,-0.6138513270777307
-1.5688215540956918,-0.7429324032605827,-0.8089689932030668,-1.6509465644770138,0.3484825669176956,-0.5664611188837271,-1.5805537066312416,-0.7990659856361242,-1.0736479307639137,-2.5810249051251795,0.4039027470512039,3.1234072732901703,9.150402820564587
1.3940212036552997,1.1548349375394185,1.2335462857160182,0.1249666717065523,-1.388767738412598,1.4465107242964141,1.4462198937186173,0.608618832365535,1.2768392305801295,-0.5126681261368291,-0.16152691867085683,-3.687974156197924,-12.184123457394856
1.0746250685602912,-0.5740387583396325,1.7628417838159982,0.49882790911185093,0.6127197961402623,-0.6840193337777821,-0.39260955062158226,-0.3537242308169798,-1.8818742281279,1.631585755123503,-0.2250473852960133,1.7309758497206396,5.567996157010562
-1.0443611669951796,-0.06415575997908358,0.6045702748650231,-2.563129248091699,0.1140052708636844,-2.410768391549439,0.8874932659466429,-1.6293859526080863,-0.8348452001364856,-0.19574733072479034,-0.2613563837635141,-6.151015172479904,-19.03652906302066
1.6996260174730453,-0.42984140446956526,2.897446359941885,-0.06744053151190826,1.7387037877345464,-1.0696323165950319,1.2910215752970349,-0.9950571978090619,0.382791364335126,3.569747578525724,0.5600950436225134,-5.426887849643967,-14.659853617730503
2.114453470226943,1.077043547403009,0.9716849511677073,0.3961573887996873,-0.5104800464032483,-0.17172428492520286,-0.4723890626436255,-1.0210576118363686,-0.8819970211265316,-1.399251267924243,-0.6092914158899565,1.7339729518056561,3.0829063474421794
-0.7430939264427464,-0.446942729682052,0.9066467883631752,-2.0439290623782247,-1.3683942684534942,-0.08885892433940117,1.7211959039608975,-0.6798436486568333,0.2071752283970667,0.7251331329099823,-0.9025804521180207,-5.035644562063173,-15.95243066633081
-2.4879091369412056,-0.6882925180297155,-0.9885736858367866,-2.4325240829779338,-1.9774244482075238,0.8176585206307384,-0.5400171679208925,0.18868683984572635,-0.013404929396843401,-3.2834439951632826,-0.5920912389928197,2.202867369246709,7.775280428753462
1.8326487271810166,-0.7131638740342265,2.8515494967407027,-0.03852981721396237,-1.678338998963507,0.7885782330254102,0.38848149472898413,-0.840045337727489,0.15029931587554501,-2.4532325034278935,0.13730289384872468,-3.588448254925564,-11.03580862130421
-1.1430293224266503,-0.630410594312454,-0.1833332369488469,-1.7535688688300102,-1.2905712648968266,-0.4101937981641694,1.6654448392950036,-1.3898259368211048,0.5177277374156108,-0.3674201226250253,0.08042503664129497,-7.7857554518539125,-25.202330390012204
-0.8065053954879862,0.7869500067369198,1.2870735894364644,-2.2274782815721617,0.3092218172499714,0.8215553350930863,-1.2147024133330613,0.5634763812633024,0.4373382870875724,0.2114606645859327,0.0023374065049363846,5.150350526818984,14.030432714975198
-2.318634853271338,-0.529066248172011,-1.0559434703834765,-2.5253275713245666,0.20055303287748924,0.804650404838727,1.7265369139352733,1.0509191808460236,2.46273613714144,3.1516543275383735,-0.0009020930403032534,-3.899888674892127,-12.286218223685278
-1.4349637622855385,-0.6462084927266519,-0.40237171569012314,-1.8922946936579783,-0.910004834808884,0.15282872056354052,1.8625997581821816,-1.0225968059997639,0.8190585591203503,1.071121082617348,-0.12195359980417678,-5.561911451842333,-18.88378484874786
0.6830817092125416,-2.2123923472499962,-0.046231050950391844,1.2790577572674569,-0.6843496531701747,-1.045033107050647,0.9267991520367921,-0.7634772042653013,0.17717583242280496,-1.4873094357129832,-0.08143236549054239,-2.7880695331031147,-9.013068501736688
-1.95617134621887,-0.7851510752437374,-1.1373013228756514,-2.0206724255247055,-0.775563647355653,-0.18885622457487514,0.4613487356284063,-0.6176511238175404,0.8222520385297456,-0.9169513306279089,-0.19035540193415756,-1.8017751933887507,-7.4485181783682375
-1.16529278683643,-0.38695128109211985,0.04521680060001357,-2.2490362293176562,0.15288491999486584,-1.095533900742171,0.16830529726375043,-1.4965985451510644,-0.7930926702459319,-0.611609136729995,0.35562629650124333,-2.8840221521518443,-7.627181351881052
-1.2049258180692792,-1.796773239033283,0.4435485342876029,-0.6066023933499526,-1.162897402944227,0.42068155737267243,0.7446953765121421,0.44491644540368797,0.5113896419032224,-0.7824656394506773,-0.3702411716985694,-1.8821916532167218,-8.262158899307721
-2.603979358586772,-0.7435305446502445,-1.507799560999941,-2.5548562703956508,-0.05511092228002219,0.8271973986492505,-0.087525761828212,0.10040079628008924,0.5844330957660151,-0.27788480149145345,0.153015754453371,0.252210515632467,-2.0452124898351713
-2.618711617378822,1.0142033099616463,0.5875788719309443,0.47121961974726423,1.4227645420764874,1.8663989400728904,-0.6787712911232106,1.9338539254865124,2.351744036429513,0.473593900584254,0.6305708392242442,4.666643617174658,13.701249238217397
