0,1,2
3564764200.0,204751980.0,-2342823000.0
3713439700.0,213291840.0,-2440535000.0
2480334300.0,142464690.0,-1630117400.0
2729233400.0,156760860.0,-1793697800.0
3250200300.0,186684140.0,-2136086300.0
2089443800.0,120012740.0,-1373217500.0
2729233000.0,156760770.0,-1793697800.0
2089444900.0,120012780.0,-1373218000.0
2089444500.0,120012780.0,-1373217800.0
3094116600.0,177718980.0,-2033505500.0
3807373600.0,218687020.0,-2502270000.0
3274383400.0,188073120.0,-2151979800.0
3094116400.0,177718860.0,-2033505200.0
3274383400.0,188073150.0,-2151979500.0
3564764200.0,204751970.0,-2342823000.0
2729232600.0,156760750.0,-1793697500.0
3624149800.0,208163100.0,-2381852200.0
3274383400.0,188073120.0,-2151979500.0
3564763600.0,204752000.0,-2342823000.0
2081995500.0,119584936.0,-1368322300.0
1935613400.0,111176860.0,-1272117600.0
1783275000.0,102426830.0,-1171998200.0
1783274600.0,102426776.0,-1171998000.0
1698292600.0,97545620.0,-1116146300.0
1937431600.0,111281310.0,-1273312400.0
1747295500.0,100360410.0,-1148351900.0
1912435700.0,109845580.0,-1256884700.0
1831514100.0,105197576.0,-1203701600.0
1721172500.0,98859816.0,-1131183400.0
1943819000.0,111648184.0,-1277510400.0
1695934300.0,97410220.0,-1114596400.0
1886818300.0,108374260.0,-1240048400.0
1747296000.0,100360400.0,-1148352300.0
1859926300.0,106829550.0,-1222374700.0
1831513600.0,105197580.0,-1203701400.0
1912435600.0,109845580.0,-1256884600.0
1899643600.0,109110856.0,-1248477700.0
1937431300.0,111281304.0,-1273312300.0
1859926500.0,106829520.0,-1222374900.0
1753345000.0,100707770.0,-1152327700.0
1899644200.0,109110840.0,-1248478000.0
1912436000.0,109845560.0,-1256885000.0
1620513500.0,93078120.0,-1065028500.0
1708616300.0,98138500.0,-1122931200.0
1540123300.0,88460620.0,-1012194700.0
1747285000.0,100359580.0,-1148344700.0
1862710300.0,106989530.0,-1224204400.0
1620513800.0,93078120.0,-1065028700.0
1540123000.0,88460600.0,-1012194560.0
1733338000.0,99558480.0,-1139178600.0
1620513400.0,93078130.0,-1065028400.0
1464264400.0,84103460.0,-962339100.0
1784825600.0,102515770.0,-1173017100.0
1733337700.0,99558430.0,-1139178500.0
1747284600.0,100359600.0,-1148344600.0
1768646900.0,101586430.0,-1162384300.0
1280365000.0,73540500.0,-841477200.0
1236152600.0,71000960.0,-812420030.0
940147100.0,53999084.0,-617880200.0
1236151800.0,71000900.0,-812419500.0
978904960.0,56225260.0,-643352450.0
1433515900.0,82337120.0,-942130370.0
1681283300.0,96568540.0,-1104967400.0
1222873900.0,70238290.0,-803693000.0
1176882300.0,67596610.0,-773466500.0
1158736900.0,66554360.0,-761541100.0
1280364500.0,73540580.0,-841476860.0
1158735700.0,66554330.0,-761540350.0
1189833600.0,68340480.0,-781978300.0
1344445700.0,77221120.0,-883592000.0
1681281800.0,96568470.0,-1104966500.0
1034963100.0,59445070.0,-680194700.0
1358725400.0,78041440.0,-892976960.0
1181891800.0,67884340.0,-776758800.0
1234686200.0,70916700.0,-811456100.0
1681283300.0,96568520.0,-1104967400.0
1681282800.0,96568530.0,-1104967200.0
940146700.0,53999080.0,-617879940.0
1158736400.0,66554340.0,-761540700.0
1344445800.0,77221120.0,-883592060.0
254185980.0,14599235.0,-167055070.0
261863870.0,15040253.0,-172101120.0
290003070.0,16656460.0,-190594620.0
314153570.0,18043602.0,-206466770.0
252350750.0,14493821.0,-165848930.0
447598240.0,25708338.0,-294168770.0
286955170.0,16481403.0,-188591490.0
321803260.0,18482984.0,-211494290.0
294770300.0,16930278.0,-193727760.0
431351460.0,24775208.0,-283491200.0
364387100.0,20928964.0,-239481120.0
252350820.0,14493822.0,-165848960.0
319305020.0,18339540.0,-209852400.0
314153100.0,18043574.0,-206466430.0
279906800.0,16076570.0,-183959220.0
306414100.0,17599094.0,-201380260.0
364386370.0,20928948.0,-239480600.0
447597760.0,25708322.0,-294168500.0
251742500.0,14458894.0,-165449150.0
247717390.0,14227702.0,-162803790.0
280967100.0,16137435.0,-184656050.0
447597000.0,25708294.0,-294168060.0
364386750.0,20928952.0,-239480850.0
447596480.0,25708280.0,-294167680.0
261390600.0,15013059.0,-171790060.0
1516977300.0,87131120.0,-996982800.0
1626512400.0,93422640.0,-1068971000.0
1626510600.0,93422504.0,-1068969860.0
1574356700.0,90426930.0,-1034693440.0
1430513700.0,82164850.0,-940157400.0
1516977200.0,87131144.0,-996982660.0
1448062500.0,83172800.0,-951690750.0
1576782800.0,90566184.0,-1036287940.0
1552429000.0,89167350.0,-1020282300.0
1626511600.0,93422584.0,-1068970600.0
1568098800.0,90067390.0,-1030580800.0
1803156600.0,103568730.0,-1185064600.0
1626511900.0,93422590.0,-1068970750.0
1429815000.0,82124700.0,-939698200.0
1516977200.0,87131140.0,-996982800.0
1162320300.0,66760410.0,-763896200.0
1429815600.0,82124700.0,-939698560.0
1306061800.0,75016570.0,-858365440.0
1733587500.0,99572910.0,-1139342600.0
1501264900.0,86228664.0,-986656400.0
1430513500.0,82164850.0,-940157200.0
1430513200.0,82164830.0,-940157060.0
1343870200.0,77188180.0,-883213900.0
1168990000.0,67143460.0,-768279600.0
1501264900.0,86228660.0,-986656450.0
1814558700.0,104223630.0,-1192558200.0
1814558200.0,104223650.0,-1192558100.0
1422519800.0,81705660.0,-934903740.0
167897620.0,9642791.0,-110344820.0
163847900.0,9410299.0,-107683320.0
163846850.0,9410261.0,-107682620.0
176482080.0,10135910.0,-115986690.0
191936600.0,11023574.0,-126143656.0
179711650.0,10321491.0,-118109250.0
186884860.0,10733435.0,-122823580.0
169283520.0,9722377.0,-111255650.0
186885020.0,10733440.0,-122823680.0
169284530.0,9722413.0,-111256300.0
180326110.0,10356721.0,-118513040.0
186885170.0,10733441.0,-122823760.0
160088430.0,9194305.0,-105212510.0
160089280.0,9194335.0,-105213040.0
204751940.0,11759781.0,-134566140.0
169089630.0,9711197.0,-111128200.0
162173650.0,9313972.0,-106582910.0
206443070.0,11856900.0,-135677600.0
176482600.0,10135931.0,-115987010.0
204751790.0,11759773.0,-134566050.0
163848480.0,9410316.0,-107683700.0
195751940.0,11242723.0,-128651170.0
192121600.0,11034196.0,-126265224.0
179100050.0,10286239.0,-117707250.0
176483100.0,10135940.0,-115987340.0
191543100.0,11000973.0,-125885060.0
169088000.0,9711142.0,-111127150.0
160594270.0,9223384.0,-105544980.0
191543260.0,11000984.0,-125885144.0
329561280.0,18928548.0,-216592940.0
298265150.0,17130900.0,-196024580.0
255689230.0,14685443.0,-168042960.0
344041000.0,19760274.0,-226109280.0
329560830.0,18928544.0,-216592640.0
237503040.0,13640875.0,-156090720.0
360063100.0,20680614.0,-236639300.0
354395900.0,20355076.0,-232914690.0
255689340.0,14685437.0,-168043060.0
360062940.0,20680598.0,-236639170.0
265820110.0,15267311.0,-174701150.0
307633180.0,17668986.0,-202181400.0
298266100.0,17130924.0,-196025200.0
245339330.0,14090947.0,-161240860.0
264846350.0,15211369.0,-174061150.0
235181580.0,13507537.0,-154565010.0
244052830.0,14017079.0,-160395360.0
253157890.0,14540014.0,-166379310.0
235181470.0,13507529.0,-154564930.0
322461540.0,18520740.0,-211926860.0
360064800.0,20680660.0,-236640420.0
245339470.0,14090953.0,-161240910.0
329560500.0,18928536.0,-216592450.0
314934530.0,18088392.0,-206980000.0
257633630.0,14797102.0,-169320860.0
298265630.0,17130916.0,-196024860.0
245339200.0,14090941.0,-161240740.0
265820380.0,15267305.0,-174701330.0
66439647000.0,3816155000.0,-43665260000.0
50930280000.0,2925329400.0,-33472240000.0
62179120000.0,3571442700.0,-40865170000.0
39498110000.0,2268689000.0,-25958824000.0
27082543000.0,1555564700.0,-17799102000.0
37000330000.0,2125222700.0,-24317243000.0
113083420000.0,6495280000.0,-74320340000.0
33700504000.0,1935686900.0,-22148538000.0
28866642000.0,1658039900.0,-18971644000.0
37000330000.0,2125223000.0,-24317241000.0
62179120000.0,3571443500.0,-40865170000.0
98880200000.0,5679479000.0,-64985735000.0
44764156000.0,2571161600.0,-29419760000.0
44764156000.0,2571162000.0,-29419760000.0
113083425000.0,6495280600.0,-74320340000.0
80779720000.0,4639823000.0,-53089804000.0
44764156000.0,2571161600.0,-29419760000.0
113083420000.0,6495279600.0,-74320340000.0
105882600000.0,6081678000.0,-69587830000.0
111530970000.0,6406111000.0,-73300040000.0
109549860000.0,6292320000.0,-71998020000.0
39650476000.0,2277440500.0,-26058963000.0
37000330000.0,2125222800.0,-24317243000.0
105958770000.0,6086054000.0,-69637900000.0
31445924000.0,1806188800.0,-20666790000.0
96734770000.0,5556249000.0,-63575720000.0
80779730000.0,4639822300.0,-53089800000.0
50930280000.0,2925329400.0,-33472240000.0
113083420000.0,6495280600.0,-74320330000.0
13082927000.0,751455360.0,-8598320000.0
8747819000.0,502456030.0,-5749214000.0
7607025700.0,436931330.0,-4999466000.0
6158826500.0,353749540.0,-4047684000.0
10964511000.0,629778050.0,-7206061000.0
12783843000.0,734277100.0,-8401757700.0
13082926000.0,751455600.0,-8598320000.0
12466058000.0,716024300.0,-8192903700.0
7048359000.0,404842400.0,-4632300500.0
7607025000.0,436931420.0,-4999465000.0
13082925000.0,751455740.0,-8598320000.0
9331792000.0,535997700.0,-6133010400.0
13082925000.0,751455600.0,-8598320000.0
7974992400.0,458066270.0,-5241299000.0
12301818000.0,706590460.0,-8084961300.0
5750118400.0,330274180.0,-3779074800.0
12783842000.0,734277200.0,-8401756700.0
10964511000.0,629778200.0,-7206061000.0
6158826000.0,353749700.0,-4047683800.0
12783843000.0,734277100.0,-8401758000.0
12783843000.0,734277100.0,-8401758000.0
6180997600.0,355022980.0,-4062256000.0
10964511000.0,629778370.0,-7206060000.0
12521847000.0,719229200.0,-8229569000.0
5750118400.0,330274140.0,-3779074800.0
12832196000.0,737054100.0,-8433536000.0
9814397000.0,563718460.0,-6450187000.0
5057197600.0,290474180.0,-3323675600.0
